,YEAR,TITLE,ABSTRACT,KEYWORDS,AUTHORS,VENUE,JOURNAL or Conference,DOI,URL,CIT,E1,E2,E3,E4,I1,I2,I3,Included?,Researcher,Metric,Notes,,,,,,,Old ID
11,2022,On the validity of pre-trained transformers for natural language processing in the software engineering domain,"Transformers are the current state-of-the-art of natural language processing in many domains and are using traction within software engineering research as well. Such models are pre-trained on large amounts of data, usually from the general domain. However, we only have a limited understanding regarding the validity of transformers within the software engineering domain, i.e., how good such models are at understanding words and sentences within a software engineering context and how this improves the state-of-the-art. Within this article, we shed light on this complex, but crucial issue. We compare BERT transformer models trained with software engineering data with transformers based on general domain data in multiple dimensions: their vocabulary, their ability to understand which words are missing, and their performance in classification tasks. Our results show that for tasks that require understanding of the software engineering context, pre-training with software engineering data is valuable, while general domain models are sufficient for general language understanding, also within the software engineering domain.",LLM4SE,"J Von der Mosel, A Trautsch‚Ä¶",,,,https://ieeexplore.ieee.org/abstract/document/9785808/,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"generic, and I don't see any relevant metrics. Metrics used seem to be focused on statistics",,,,,,,
12,2024,Can LLMs replace manual annotation of software engineering artifacts?,"Experimental evaluations of software engineering innovations, e.g., tools and processes, often include human-subject studies as a component of a multi-pronged strategy to obtain greater generalizability of the findings. However, human-subject studies in our field are challenging, due to the cost and difficulty of finding and employing suitable subjects, ideally, professional programmers with varying degrees of experience. Meanwhile, large language models (LLMs) have recently started to demonstrate human-level performance in several areas. This paper explores the possibility of substituting costly human subjects with much cheaper LLM queries in evaluations of code and code-related artifacts. We study this idea by applying six state-of-the-art LLMs to ten annotation tasks from five datasets created by prior work, such as judging the accuracy of a natural language summary of a method or deciding whether a code change fixes a static analysis warning. Our results show that replacing some human annotation effort with LLMs can produce inter-rater agreements equal or close to human-rater agreement. To help decide when and how to use LLMs in human-subject studies, we propose model-model agreement as a predictor of whether a given task is suitable for LLMs at all, and model confidence as a means to select specific samples where LLMs can safely replace human annotators. Overall, our work is the first step toward mixed human-LLM evaluations in software engineering. ","LLMs, human subjects, evaluation, LLM4SE","T Ahmed, P Devanbu, C Treude, M Pradel",,,,https://arxiv.org/abs/2408.05534,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,human annotators,human annotators,,,,,,,
13,2023,Prompt engineering or fine tuning: An empirical assessment of large language models in automated software engineering tasks,"The rapid advancements in large language models (LLMs) have greatly expanded the potential for automated code-related tasks. Two primary methodologies are used in this domain: prompt engineering and fine-tuning. Prompt engineering involves applying different strategies to query LLMs, like ChatGPT, while fine-tuning further adapts pre-trained models, such as CodeBERT, by training them on task-specific data. Despite the growth in the area, there remains a lack of comprehensive comparative analysis between the approaches for code models. In this paper, we evaluate GPT-4 using three prompt engineering strategies -- basic prompting, in-context learning, and task-specific prompting -- and compare it against 17 fine-tuned models across three code-related tasks: code summarization, generation, and translation. Our results indicate that GPT-4 with prompt engineering does not consistently outperform fine-tuned models. For instance, in code generation, GPT-4 is outperformed by fine-tuned models by 28.3% points on the MBPP dataset. It also shows mixed results for code translation tasks. Additionally, a user study was conducted involving 27 graduate students and 10 industry practitioners. The study revealed that GPT-4 with conversational prompts, incorporating human feedback during interaction, significantly improved performance compared to automated prompting. Participants often provided explicit instructions or added context during these interactions. These findings suggest that GPT-4 with conversational prompting holds significant promise for automated code-related tasks, whereas fully automated prompt engineering without human involvement still requires further investigation. ","Prompt engineering, Fine-tuning, LLM4SE,
Empirical study, Survey","J Shin, C Tang, T Mohati, M Nayebi, S Wang‚Ä¶",,,,https://arxiv.org/abs/2310.10508,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,"BLEU, pass@k, Human Annotators","BLEU, pass@k, human annotators",,,,,,,
14,2024,Mutation-based consistency testing for evaluating the code understanding capability of llms,"Large Language Models (LLMs) have shown remarkable capabilities in processing both natural and programming languages, which have enabled various applications in software engineering, such as requirement engineering, code generation, and software testing. However, existing code generation benchmarks do not necessarily assess the code understanding performance of LLMs, especially for the subtle inconsistencies that may arise between code and its semantics described in natural language.
In this paper, we propose a novel method, called Mutation-based Consistency Testing (MCT), to systematically assess the code understanding performance of LLMs, particularly focusing on subtle differences between code and its descriptions, by introducing code mutations to existing code generation datasets. Code mutations are small changes that alter the semantics of the original code, creating a mismatch with the natural language description. MCT uses different types of code mutations, such as operator replacement and statement deletion, to generate inconsistent code-description pairs. MCT then uses these pairs to test the ability of LLMs to detect the inconsistencies correctly.
We conduct a case study on the two popular LLMs, GPT-3.5 and GPT-4, using the state-of-the-art code generation benchmark, HumanEval-X, which consists of 164 programming problems written in six programming languages (Python, C++, Java, Go, JavaScript, and Rust). The results show that the LLMs have significant variations in their code understanding performance and that they have different strengths and weaknesses depending on the mutation type and language. We further explain conditions under which the LLMs result in correct answers using input characteristics (e.g., number of tokens) and investigate to what extent the test results can be improved using one-shot prompts (i.e., providing an additional example). Our MCT method and the case study results provide valuable implications for future research and development of LLM-based software engineering.","Software and its engineering → Software testing and debugging; Empirical software validation, LLM4SE","Z Li, D Shin",,,,https://dl.acm.org/doi/abs/10.1145/3644815.3644946,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,Does not describe metrics properly,,,,,,,
15,2023,Codetf: One-stop transformer library for state-of-the-art code llm,"Code intelligence plays a key role in transforming modern software engineering. Recently, deep learning-based models, especially Transformer-based large language models (LLMs), have demonstrated remarkable potential in tackling these tasks by leveraging massive open-source code data and programming language features. However, the development and deployment of such models often require expertise in both machine learning and software engineering, creating a barrier for the model adoption. In this paper, we present CodeTF, an open-source Transformer-based library for state-of-the-art Code LLMs and code intelligence. Following the principles of modular design and extensible framework, we design CodeTF with a unified interface to enable rapid access and development across different types of models, datasets and tasks. Our library supports a collection of pretrained Code LLM models and popular code benchmarks, including a standardized interface to train and serve code LLMs efficiently, and data features such as language-specific parsers and utility functions for extracting code attributes. In this paper, we describe the design principles, the architecture, key modules and components, and compare with other related library tools. Finally, we hope CodeTF is able to bridge the gap between machine learning/generative AI and software engineering, providing a comprehensive open-source solution for developers, researchers, and practitioners. ",Transformer · code large language models · code understanding · code generation · code intelligence,"NDQ Bui, H Le, Y Wang, J Li, AD Gotmare‚Ä¶",,,,https://arxiv.org/abs/2306.00029,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,This might interesting to use for future studies,,,,,,,
16,2024,Evaluating large language models in class-level code generation,"Recently, many large language models (LLMs) have been proposed, showing advanced proficiency in code generation. Meanwhile, many efforts have been dedicated to evaluating LLMs on code generation benchmarks such as HumanEval. Although being very helpful for comparing different LLMs, existing evaluation focuses on a simple code generation scenario (i.e., function-level or statement-level code generation), which mainly asks LLMs to generate one single code unit (e.g., a function or a statement) for the given natural language description. Such evaluation focuses on generating independent and often small-scale code units, thus leaving it unclear how LLMs perform in real-world software development scenarios.
To fill this knowledge gap, we make the first attempt to evaluate LLMs in a more challenging code generation scenario, i.e., class-level code generation. Compared with existing code generation benchmarks, it better reflects real-world software development scenarios due to it comprising broader contextual dependencies and multiple, interdependent units of code. We first manually construct the first class-level code generation benchmark ClassEval of 100 class-level Python code generation tasks with approximately 500 person-hours. Based on the new benchmark ClassEval, we then perform the first study of 11 state-of-the-art LLMs on class-level code generation. Based on our results, we find that all LLMs perform much worse on class-level code generation compared to the method-level. While GPT models still dominate other LLMs on class-level code generation, the performance rankings of other models on method-level code generation no longer holds for class-level code generation. Besides, most models (except GPT models) perform better when generating the class method by method; and they have the limited ability of generating dependent code. Based on our findings, we call for software engineering (SE) researchers' expertise to build more LLM benchmarks based on practical and complicated software development scenarios.","Class-level Code Generation, Large Language Model, Benchmark, LLM4SE","X Du, M Liu, K Wang, H Wang, J Liu, Y Chen‚Ä¶",,,,https://dl.acm.org/doi/abs/10.1145/3597503.3639219,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,"pass@k, dep@k","pass@k, dep@k",,,,,,,
17,2025,FEA-Bench: A Benchmark for Evaluating Repository-Level Code Generation for Feature Implementation,"Implementing new features in repository-level codebases is a crucial application of code generation models. However, current benchmarks
lack a dedicated evaluation framework for this capability. To fill this gap, we introduce FEA-Bench, a benchmark designed to assess the
ability of large language models (LLMs) to perform incremental development within code repositories. We collect pull requests from
83 GitHub repositories and use rule-based and intent-based filtering to construct task instances focused on new feature development. Each task
instance containing code changes is paired with relevant unit test files to ensure that the solution can be verified. The feature implementa-
tion requires LLMs to simultaneously possess code completion capabilities for new components and code editing abilities for other rel-
evant parts in the code repository, providing a more comprehensive evaluation method of LLMs’ automated software engineering capa-
bilities. Experimental results show that LLMs perform significantly worse in the FEA-Bench, highlighting considerable challenges in such
repository-level incremental code development. Our code will soon be publicly available at https://github.com/microsoft/FEA-Bench.",LLM4SE,"W Li, X Zhang, Z Guo, S Mao, W Luo, G Peng‚Ä¶",,,,https://arxiv.org/abs/2503.06680,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,Again not sure if I want to add it cause I can't seem to find the metrics,,,,,,,
18,2024,Autocoderover: Autonomous program improvement,"Researchers have made significant progress in automating the software development process in the past decades. Automated techniques for issue summarization, bug reproduction, fault localization, and program repair have been built to ease the workload of developers. Recent progress in Large Language Models (LLMs) has significantly impacted the development process, where developers can use LLM-based programming assistants to achieve automated coding. Nevertheless, software engineering involves the process of program improvement apart from coding, specifically to enable software maintenance (e.g. program repair to fix bugs) and software evolution (e.g. feature additions). In this paper, we propose an automated approach for solving Github issues to autonomously achieve program improvement. In our approach called AutoCodeRover, LLMs are combined with sophisticated code search capabilities, ultimately leading to a program modification or patch. In contrast to recent LLM agent approaches from AI researchers and practitioners, our outlook is more software engineering oriented. We work on a program representation (abstract syntax tree) as opposed to viewing a software project as a mere collection of files. Our code search exploits the program structure in the form of classes/methods to enhance LLM’s understanding of the issue’s root cause, and effectively retrieve a context via iterative search. The use of spectrum-based fault localization using tests, further sharpens the context, as long as a test-suite is available. Experiments on the recently proposed SWE-bench-lite (300 real-life Github issues) show increased efficacy in solving Github issues (19% on SWE-bench-lite), which is higher than the efficacy of the recently reported Swe-agent. Interestingly,
our approach resolved 57 GitHub issues in about 4 minutes each (pass@1), whereas developers spent more than 2.68 days on average. In addition, AutoCodeRover achieved this efficacy with significantly lower cost (on average, $0.43 USD), compared to other baselines. We posit that our workflow enables autonomous software engineering, where, in future, auto-generated code from LLMs can be autonomously improved.","Software and its engineering → Automatic programming;
Maintaining software; Software testing and debugging; • Com-
puting methodologies → Natural language processing, LLM4SE","Y Zhang, H Ruan, Z Fan, A Roychoudhury",,,,https://dl.acm.org/doi/abs/10.1145/3650212.3680384,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,pass@k,pass@k,,,,,,,
19,2024,Can llm replace stack overflow? a study on robustness and reliability of large language model code generation,"Recently, large language models (LLMs) have shown an extraordinary ability to understand natural language and generate programming code. It has been a common practice for software engineers to consult LLMs when encountering coding questions. Although efforts have been made to avoid syntax errors and align the code with the intended semantics, the reliability, and robustness of the code generation from LLMs
have not yet been thoroughly studied. The executable code is not equivalent to reliable and robust code, especially in the context of real-world software development. For example, the misuse of APIs in the generated code could lead to severe problems, such as resource leaks, program crashes, etc. Existing code evaluation benchmarks and datasets focus on crafting small tasks such as programming questions in coding
interviews. However, this deviates from the problems developers typically consult LLMs about. To fill the missing piece, we propose a dataset ROBUSTAPI for evaluating the reliability and robustness of code generated by LLMs. We collect 1208 coding questions from Stack Overflow on 18 representative Java APIs. We summarize the common misuse patterns of these APIs and evaluate them on current popular LLMs. The
evaluation results show that even GPT-4 has 62% of the generated code that contains API misuses. It would cause unexpected consequences if the code is introduced into real-world software",LLM4SE,"L Zhong, Z Wang",,,,https://ojs.aaai.org/index.php/AAAI/article/view/30185,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,"API misuse rate, Compilation rate, Overall API Misuse rate","API misuse rate, Compilation rate, Overall API Misuse rate",,,,,,,
20,2024,Copilot evaluation harness: Evaluating llm-guided software programming,"The integration of Large Language Models (LLMs) into Development Environments (IDEs) has become a focal point in modern software development. LLMs such as OpenAI GPT-3.5/4 and Code Llama offer the potential to significantly augment developer productivity by serving as intelligent, chat-driven programming assistants. However, utilizing LLMs out of the box is unlikely to be optimal for any given scenario. Rather, each system requires the LLM to be honed to its set of heuristics to ensure the best performance. In this paper, we introduce the Copilot evaluation harness: a set of data and tools for evaluating LLM-guided IDE interactions, covering various programming scenarios and languages. We propose our metrics as a more robust and information-dense evaluation than previous state of the art evaluation systems. We design and compute both static and execution based success metrics for scenarios encompassing a wide range of developer tasks, including code generation from natural language (generate), documentation generation from code (doc), test case generation (test), bug-fixing (fix), and workspace understanding and query resolution (workspace). These success metrics are designed to evaluate the performance of LLMs within a given IDE and its respective parameter space. Our learnings from evaluating three common LLMs using these metrics can inform the development and validation of future scenarios in LLM guided IDEs. ","Large Language Models, VSCode, Copilot, Code
Generation Evaluation, LLM4SE","A Agarwal, A Chan, S Chandel, J Jang, S Miller‚Ä¶",,,,https://arxiv.org/abs/2402.14261,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,"Syntax Correctness, Test pass rate, MRR","Syntax Correctness, Test pass rate, MRR",,,,,,,
